,Idade,Salario
1505,26,5033.0
1506,33,5530.0
1507,28,4633.0
1508,33,5764.0
1509,38,5926.06
1510,33,5623.0
1511,35,5881.0
1512,31,4789.26
1513,34,5688.0
1514,35,5851.0
1515,38,6162.0
1516,36,6044.0
1517,31,5368.0
1518,34,5225.36
1519,32,5242.0
1520,33,5535.0
1521,31,5179.3
1522,30,5407.0
1523,34,5602.66
1525,32,5543.86
1526,34,6010.0
1527,28,4677.54
1528,27,4990.0
1529,32,5581.0
1530,31,5129.0
1531,33,5806.0
1532,28,5198.0
1533,31,5796.0
1534,32,5760.0
1535,33,5684.0
1536,23,4567.0
1537,32,5491.92
1538,27,4778.0
1539,35,5897.64
1540,26,4595.22
1541,31,5300.0
1542,29,5254.0
1543,35,5880.0
1544,34,5875.0
1545,28,4803.96
1546,34,5708.0
1547,30,5134.0
1548,30,5334.0
1549,35,5691.0
1550,31,6183.0
1551,32,5288.0
1552,31,5412.54
1553,31,5797.0
1554,33,5897.0
1555,36,5976.0
1556,34,5556.6
1557,30,5242.0
1558,31,5284.0
1559,33,5661.46
1560,25,4745.0
1561,36,5962.32
1562,26,4700.08
1563,32,5316.5
1564,35,5840.0
1565,30,5516.0
1566,30,5295.0
1567,33,5633.0
1568,31,5695.0
1569,32,5153.0
1570,35,5645.78
1571,35,6081.0
1572,35,6011.0
1573,33,5720.0
1574,30,5480.0
1575,32,5353.0
1576,31,5146.0
1577,28,5014.66
1578,28,5310.0
1579,32,5102.0
1580,28,5061.7
1581,33,5430.0
1582,37,5864.32
1583,31,5237.0
1584,38,5878.0
1585,36,5659.0
1586,30,5390.0
1587,31,5578.0
1588,33,5697.0
1589,29,5304.74
1590,29,5094.04
1591,33,5161.0
1592,33,5810.0
1593,35,5540.0
1594,33,5701.64
1595,33,5330.22
1596,31,5331.2
1597,33,5717.0
1598,32,5704.0
1599,31,5574.0
1600,30,5142.06
1601,35,5480.0
1602,37,6001.52
1603,27,5128.0
1604,30,5284.0
1605,36,6053.0
1606,34,5856.0
1607,31,5777.0
1608,33,5551.0
1609,30,5649.7
1610,25,5108.0
1611,30,5091.0
1612,34,5969.0
1613,31,5383.0
1614,33,5548.0
1615,29,5223.0
1616,31,5548.0
1617,34,5386.08
1618,33,5358.64
1619,24,4461.0
1620,31,4967.62
1621,28,5207.0
1622,28,5405.68
1623,32,5647.0
1624,32,5369.0
1625,32,5130.0
1626,33,5672.0
1627,34,5985.84
1628,33,5826.0
1629,31,5693.0
1630,34,5483.0
1631,31,5546.0
1632,30,5104.0
1633,27,5169.0
1634,32,5352.0
1635,31,5215.0
1636,33,5583.0
1637,30,5091.0
1638,29,5306.0
1639,24,4524.0
1640,32,5536.0
1641,31,5537.0
1642,29,5008.0
1643,32,5266.0
1644,23,4535.0
1645,34,5388.04
1646,39,6300.0
1647,32,5350.8
1648,36,5862.36
1649,32,5584.0
1650,29,5084.0
1651,28,5015.0
1652,31,5665.0
1653,33,5575.22
1654,34,5732.0
1655,32,5454.68
1656,31,5320.0
1657,32,5482.0
1658,38,6220.0
1659,28,5183.0
1660,34,5878.0
1661,29,5037.0
1662,30,5041.0
1663,30,5366.48
1664,31,5359.0
1665,34,5835.0
1666,32,5588.0
1667,30,5475.0
1668,34,5768.0
1669,25,4601.0
1670,29,5304.0
1671,35,5745.0
1672,33,5471.0
1673,32,5727.0
1674,29,5261.62
1675,36,6213.0
1676,30,5094.04
1677,29,5008.0
1678,28,5079.0
1679,33,5711.0
1680,36,5643.0
1681,32,5631.08
1682,32,5348.0
1683,33,5541.0
1684,34,6018.0
1685,34,5514.0
1686,35,5724.0
1687,31,5651.0
1688,33,5408.0
1689,33,5671.0
1690,28,5148.0
1691,36,5687.0
1692,30,5101.88
1693,32,5284.0
1694,29,5184.0
1695,36,6110.0
1696,34,5284.16
1697,32,5445.0
1698,34,5831.98
1699,29,5286.0
1700,28,4897.0
1701,33,5734.0
1702,35,5718.3
1703,29,5208.0
1704,31,5057.0
1705,32,5912.0
1706,30,5438.0
1707,31,5184.0
1708,33,5402.74
1709,36,6350.0
1710,28,4974.0
1711,33,5441.94
1712,34,5810.0
1713,36,5965.0
1714,37,6164.0
1715,30,5015.0
1716,32,5595.0
1717,32,5348.0
1718,31,4998.0
1719,33,5618.34
1720,27,5135.2
1721,32,5423.0
1722,25,4550.0
1723,33,5617.0
1724,32,5700.0
1725,36,5878.0
1726,35,5927.0
1727,35,6173.0
1728,32,5764.0
1729,34,5656.56
1730,29,5292.0
1731,31,5600.0
1732,34,5799.0
1733,35,5800.0
1734,36,6077.96
1735,28,4984.0
1736,29,4977.42
1737,32,5765.34
1738,34,5968.0
1739,36,5998.0
1740,27,5060.0
1741,32,5193.0
1742,31,5222.0
1743,32,5684.0
1744,34,5681.0
1745,37,5551.7
1746,34,6025.0
1747,32,5497.0
1748,27,4717.0
1749,29,5070.52
1750,28,5232.0
1751,33,5926.0
1752,31,5111.0
1753,35,6109.0
1754,37,6049.0
1755,33,5829.0
1756,33,5329.24
1757,33,5913.0
1758,31,5179.0
1759,29,4888.0
1760,28,4957.82
1761,34,5455.0
1762,32,5790.0
1763,31,5282.2
1764,30,5582.0
1765,32,5717.0
1766,30,5199.88
1767,31,5134.22
1768,32,5497.0
1769,33,5883.0
1770,37,6059.0
1771,34,5477.0
1772,31,5207.0
1773,29,5327.28
1774,31,5116.0
1775,30,5323.0
1776,32,5609.0
1777,36,5899.6
1778,32,5648.0
1779,35,5550.0
1780,28,5138.0
1781,35,5830.0
1782,36,5723.0
1783,33,5647.0
1784,31,5701.0
1785,32,5566.0
1786,31,4702.0
1787,32,5494.0
1788,28,4940.0
1789,30,5169.5
1790,38,6454.0
1791,34,5767.3
1792,34,5617.36
1793,34,5384.0
1794,38,6442.0
1795,27,5004.0
1796,34,5652.0
1797,33,5481.0
1798,38,6470.0
1799,27,4951.0
1800,29,5225.0
1801,26,4636.0
1802,31,5108.0
1803,26,4577.58
1804,30,5315.0
1805,32,5711.0
1806,36,6095.0
1807,32,5827.0
1808,32,5325.0
1809,33,5539.94
1810,29,5108.0
1811,32,5744.0
1812,34,5374.0
1813,31,5554.0
1815,36,5822.0
1816,29,5029.0
1817,32,5507.0
1818,33,5828.06
1819,34,5501.72
1820,30,5069.0
1821,34,5758.0
1822,32,5665.0
1823,26,4707.0
1824,28,5236.0
1825,28,5091.0
1826,32,5473.0
1827,34,5730.06
1828,31,5240.0
1829,30,5158.72
1830,34,6001.0
1831,32,5434.1
1832,32,5769.0
1833,33,5542.88
1834,31,5285.0
1835,33,5520.0
1836,33,5937.0
1837,30,5200.0
1838,30,5188.0
1839,29,5254.0
1840,36,5700.66
1841,35,5731.0
1842,35,5608.0
1843,37,5892.0
1844,30,5134.0
1845,30,5605.0
1846,34,5983.0
1847,33,5201.0
1848,36,5879.0
1849,27,4477.62
1850,33,5832.0
1851,31,5443.0
1852,29,5229.0
1853,29,5191.0
1854,28,5021.52
1855,31,5364.52
1856,31,5476.24
1857,29,5215.0
1858,29,5077.0
1859,34,5704.0
1860,34,5682.0
1861,28,4831.0
1862,25,4543.28
1863,36,5620.3
1864,31,5655.0
1865,27,5028.0
1866,32,5297.0
1867,29,5096.0
1868,27,5332.0
1869,34,5777.0
1870,34,5900.0
1871,28,5148.0
1872,35,5572.0
1873,37,6106.0
1874,37,5740.0
1875,33,5520.34
1876,31,5498.0
1877,37,5941.0
1878,33,5734.0
1879,27,5072.0
1880,33,5930.0
1881,31,5264.56
1882,33,5687.92
1883,30,5160.68
1884,34,6033.0
1885,32,5554.0
1886,36,6089.0
1887,33,5616.38
1888,34,5823.0
1889,36,5789.0
1890,31,5118.54
1891,31,5672.0
1892,30,5169.0
1893,38,6104.0
1894,30,5391.0
1895,38,5868.24
1896,34,5749.66
1897,36,5935.0
1898,33,5606.0
1899,33,5945.0
1900,31,5111.68
1901,29,5232.0
1902,28,5150.0
1903,25,4573.0
1904,28,5160.0
1905,29,5108.0
1906,30,5439.0
1907,30,5479.0
1908,31,5274.0
1909,34,5569.0
1910,31,5484.0
1911,25,4611.88
1912,36,5936.0
1913,34,5545.0
1914,32,5358.0
1915,28,5219.0
1916,25,5098.0
1917,35,5596.78
1918,33,5325.0
1919,32,5674.0
1920,34,5988.0
1921,30,5163.0
1922,29,5024.46
1923,34,5909.0
1924,34,5647.74
1925,28,5028.0
1926,31,5372.0
1927,34,5644.0
1928,36,5656.0
1929,29,5072.0
1930,29,4958.8
1931,32,5390.98
1932,29,5476.0
1933,30,5260.0
1934,31,5658.0
1935,31,5641.0
1936,31,5055.0
1937,26,4610.9
1938,28,5230.0
1939,28,5115.0
1940,33,5796.0
1941,32,5464.0
1942,31,5117.0
1943,36,6192.0
1944,31,5257.0
1945,29,5263.0
1946,35,5558.0
1947,30,5668.0
1948,32,5599.0
1949,28,5225.0
1950,30,5492.0
1951,33,5627.0
1952,29,5047.0
1953,36,6224.0
1954,36,5587.0
1955,29,5114.0
1956,32,5095.0
1957,31,5387.0
1958,32,5468.0
1959,31,5351.0
1960,33,5616.38
1961,35,5593.0
1962,34,5738.0
1963,33,5763.0
1964,34,5719.0
1965,32,5325.0
1966,31,5559.0
1967,34,5973.0
1968,33,5733.0
1969,29,5170.0
1970,38,6224.96
1971,30,5181.0
1972,31,5399.0
1973,29,5165.58
1974,32,6012.0
1975,34,5947.62
1976,32,5217.0
1977,34,6149.0
1978,32,5384.0
1979,34,5615.4
1980,29,4972.0
1981,31,5835.0
1982,35,5574.0
1983,36,5726.0
1984,32,5202.0
1985,29,5214.0
1986,28,4935.28
1987,33,5467.0
1988,34,6242.0
1989,30,5002.0
1990,33,5967.0
1991,32,5163.62
1992,31,5325.32
1993,33,5422.34
1994,27,4845.12
1995,29,5084.0
1996,31,5194.98
1997,32,4996.04
1998,31,5091.0
1999,35,5886.86
2000,30,5003.88
2001,31,5177.34
2002,33,5690.0
2003,29,5238.0
2004,31,5234.18
2005,35,5840.0
2006,29,5235.0
2007,35,5564.0
2008,30,5421.36
2009,29,5009.76
2010,29,5323.0
2011,31,5072.48
2012,31,5223.0
2013,30,5127.0
2014,34,5526.22
2015,29,5098.0
2016,34,6082.0
2017,36,5941.0
2018,30,5632.0
2019,32,5697.0
2020,31,5609.0
2021,36,5726.0
2022,34,5942.0
2023,28,5083.26
2024,30,5192.0
2025,36,5853.0
2026,31,5732.0
2027,36,5877.0
2028,33,5585.0
2029,28,5130.0
2030,30,5575.0
2031,30,5509.0
2032,29,5035.0
2033,33,5372.0
2034,28,5101.0
2035,32,5522.0
2036,30,5556.0
2037,34,5718.0
2038,32,6056.0
2039,32,5506.0
2040,28,5115.0
2041,31,5481.0
2042,33,5771.0
2043,33,5654.6
2044,29,5242.0
2045,32,5560.0
2046,28,5284.0
2047,32,5421.0
2048,34,5669.3
2049,31,5259.0
2050,30,5071.0
2051,29,5151.0
2052,35,5723.0
2053,33,5836.0
2054,27,5168.0
2055,31,5122.0
2056,34,5873.0
2057,31,5508.58
2058,29,5105.0
2059,28,4530.54
2060,31,5547.0
2061,36,5898.0
2062,27,4486.0
2063,32,5351.78
2064,35,6074.0
2065,40,6231.0
2066,33,5459.0
2067,35,5627.16
2068,36,5659.5
2069,35,5783.0
2070,31,5013.68
2071,36,6242.0
2072,30,5113.0
2073,33,5582.08
2074,32,5452.0
2075,29,5015.0
2076,29,4965.0
2077,29,5058.0
2078,29,5227.0
2079,30,5178.0
2080,34,5696.0
2081,28,5083.0
2082,33,5360.0
2083,33,5922.0
2084,30,5109.72
2085,31,5373.0
2086,33,5863.0
2087,32,5117.0
2088,31,5224.0
2089,29,5230.0
2090,27,4920.58
2091,28,4761.0
2092,29,5158.0
2093,30,5456.64
2094,28,5087.0
2095,29,5301.0
2096,29,5104.0
2097,27,4864.72
2098,32,5230.26
2099,32,5452.72
2100,36,6091.0
2101,29,5262.0
2102,36,6014.26
2103,29,5298.86
2104,30,5521.0
2105,34,5588.94
2106,31,5396.86
2107,30,5219.48
2108,31,5464.48
2109,40,6507.0
2110,31,5502.0
2111,27,4508.0
2112,34,5909.0
2113,30,4962.0
2114,39,6330.8
2115,30,5411.0
2116,34,5754.0
2117,36,6191.0
2118,33,5697.0
2119,32,5634.0
2120,32,5416.0
2121,33,5751.0
2122,33,5784.0
2123,30,5380.0
2124,35,5598.0
2125,33,5581.0
2126,25,4462.92
2127,31,5534.0
2128,36,6058.0
2129,27,4735.36
2130,32,5591.88
2131,26,4429.6
2132,31,5522.0
2133,31,5776.0
2134,38,6091.0
2135,34,5575.22
2136,32,5632.0
2137,30,5406.0
2138,33,5696.74
2139,32,5349.82
2140,32,5690.0
2141,35,5808.0
2142,33,5683.0
2143,33,5550.0
2144,38,5891.0
2145,36,5834.92
2146,32,5372.36
2147,31,5524.0
2148,35,5566.0
2149,31,5262.0
2150,37,6299.0
2151,32,5440.96
2152,30,4899.02
2153,32,5209.0
2154,29,5062.0
2155,34,5919.0
2156,32,5442.0
2157,29,5216.0
2158,33,5618.0
2159,31,5490.0
2160,33,5337.0
2161,31,5595.0
2162,28,4887.26
2163,34,5379.22
2164,33,5337.0
2165,35,5441.0
2166,37,6114.0
2167,33,5697.0
2168,31,5550.0
2169,33,5705.0
2170,35,6039.74
2171,38,6374.0
2172,33,5752.6
2173,31,5453.0
2174,32,5484.0
2175,29,4949.0
2176,28,4920.0
2177,26,4495.26
2178,30,5172.44
2179,29,5366.0
2180,32,5143.0
2181,30,5081.3
2182,32,5351.0
2183,33,5550.0
2184,32,5773.0
2185,33,5732.0
2186,33,5587.0
2187,33,5979.0
2188,30,5486.0
2189,32,5444.0
2190,27,4888.24
2191,34,5558.0
2192,33,5561.0
2193,35,5438.02
2194,27,4851.0
2195,31,5016.0
2196,28,5169.0
2197,30,5197.92
2198,33,5463.0
2199,34,5839.82
2200,31,5544.0
2201,36,6121.08
2202,32,5810.0
2203,29,5029.0
2204,31,5340.02
2205,29,4991.0
2206,30,5515.0
2207,27,4983.0
2208,28,5112.0
2209,29,5190.0
2210,30,6060.0
2211,35,6088.0
2212,31,5080.0
2213,39,6148.52
2214,33,5726.0
2215,34,5371.38
2216,27,5078.36
2217,30,5135.0
2218,32,5654.0
2219,26,4604.0
2220,34,5449.78
2221,26,4667.0
2222,36,6036.8
2223,34,5243.0
2224,30,5157.0
2225,29,5361.0
2226,29,5030.0
2227,29,4650.0
2228,32,5579.0
2229,31,5068.0
2230,30,4933.32
2231,32,5802.0
2232,30,5349.82
2233,37,6075.0
2234,29,5157.74
2235,34,5279.0
2236,29,5753.0
2237,25,4509.96
2238,34,5465.46
2239,34,5599.72
2240,30,5244.96
2241,34,5744.0
2242,31,5560.0
2243,34,6028.0
2244,36,5662.44
2245,32,5636.96
2246,30,4916.0
2247,33,5503.0
2248,32,5492.0
2249,28,5104.0
2250,36,5818.0
2251,29,4998.0
2252,30,5181.0
2253,26,5035.0
2254,34,5608.0
2255,34,5652.0
2256,30,5548.0
2257,34,6019.0
2258,29,5237.0
2259,31,5463.5
2260,29,5248.0
2261,34,5574.0
2262,30,5469.0
2263,29,5411.0
2264,31,5608.0
2265,30,5141.0
2266,35,5937.0
2267,29,5226.0
2268,28,4946.06
2269,37,6310.0
2270,31,5368.0
2271,31,5537.0
2272,34,5548.76
2273,31,5209.68
2274,33,5846.0
2275,30,5252.0
2276,29,5375.0
2277,29,5251.0
2278,27,4950.0
2279,34,6070.0
2280,34,5925.0
2281,31,5166.0
2282,35,5912.0
2283,32,5432.0
2284,31,5427.0
2285,33,5677.0
2286,33,5346.0
2287,35,5947.0
2288,27,5173.0
2289,32,5141.0
2290,34,5728.0
2291,29,5252.8
2292,37,6486.0
2293,33,5378.0
2294,34,6285.0
2295,34,5371.0
2296,32,5578.0
2297,37,6192.0
2298,36,5878.0
2299,30,5681.0
2300,32,5395.88
2301,36,5759.0
2302,32,5099.92
2303,32,5530.0
2304,35,6134.8
2305,31,5282.0
2306,31,5620.0
2307,33,5561.5
2308,32,5495.0
2309,30,5083.0
2310,31,5578.0
2311,29,4975.46
2312,30,5035.0
2313,31,5578.0
2314,25,4642.0
2315,32,5594.0
2316,32,5707.0
2317,33,5775.0
2318,38,6415.08
2319,32,5675.0
2320,35,5822.0
2321,37,6225.0
2322,36,5932.92
2323,39,6222.0
2324,29,5269.0
2325,33,5872.0
2326,30,4995.0
2327,36,5561.5
2328,30,5334.14
2329,28,5100.0
2330,32,5643.0
2331,29,5251.0
2332,24,4740.0
2333,25,4731.0
2334,33,5708.0
2335,27,5264.56
2336,28,5151.0
2337,32,5727.0
2338,36,6094.0
2339,24,4439.4
2340,32,5521.0
2341,33,5514.0
2342,36,5936.0
2343,35,6022.0
2344,31,5416.0
2345,34,5971.0
2346,37,5952.52
2347,32,5956.0
2348,31,5221.0
2349,30,5693.0
2350,30,5631.0
2351,32,5641.0
2352,28,5044.0
2353,34,5711.44
2354,33,5471.0
2355,32,5760.0
2356,31,5241.0
2357,29,4451.16
2358,30,5037.0
2359,35,5524.0
2360,24,4637.0
2361,32,5603.0
2362,37,5859.0
2363,31,5141.0
2364,29,4925.0
2365,39,6170.0
2366,28,5216.0
2367,33,5389.02
2368,28,5201.0
2369,30,5467.0
2370,27,4665.0
2371,30,5544.0
2372,35,6032.0
2373,35,5789.0
2374,27,4999.0
2375,26,4619.72
2376,30,5127.0
2377,30,5041.12
2378,31,5420.0
2379,32,5617.0
2380,32,5460.0
2381,30,5564.0
2382,36,6160.28
2383,34,5564.0
2384,32,5180.28
2385,36,6111.0
2386,35,6002.0
2387,33,5767.3
2388,30,5016.62
2390,35,5876.0
2391,31,5534.0
2392,32,5484.08
2393,30,5379.0
2394,29,5688.0
2395,30,5532.0
2396,28,5118.0
2397,33,5171.0
2398,34,5362.0
2399,30,5497.0
2400,36,5569.34
2401,31,5813.0
2402,28,5044.06
2403,28,5535.0
2404,28,5043.08
2405,30,4989.18
2406,34,5589.0
2407,34,5475.26
2408,28,5157.74
2409,32,5422.34
2410,31,5170.0
2411,34,5870.2
2412,31,5539.0
2413,30,5203.0
2414,34,5854.0
2415,32,5761.0
2416,32,5354.0
2417,29,5138.0
2418,32,5316.0
2419,38,6423.9
2420,33,5719.0
2421,29,4763.0
2422,30,5165.0
2423,33,5735.94
2424,28,4766.72
2425,27,4737.32
2426,28,4854.0
2427,32,5760.0
2428,34,5435.08
2429,36,6110.0
2430,31,5276.32
2431,30,5236.0
2432,34,5622.26
2433,28,4941.16
2434,29,5170.0
2435,27,4620.7
2436,31,5458.0
2437,37,6112.0
2438,31,5429.0
2439,33,5953.0
2440,32,5349.0
2441,34,6040.0
2442,29,5246.0
2443,30,5507.0
2444,28,4935.28
2445,30,5135.0
2446,32,5602.0
2447,36,6327.0
2448,35,5882.0
2449,29,5360.0
2450,30,5606.0
2451,29,5083.0
2452,38,6102.46
2453,27,5075.0
2454,30,5202.0
2455,31,5056.8
2456,35,5626.0
2457,36,6188.0
2458,30,5049.0
2459,36,6081.0
2460,30,5397.84
2461,34,5396.0
2462,36,6154.4
2463,32,5584.0
2464,33,5824.0
2465,35,5806.0
2466,33,5077.0
2467,33,5573.0
2468,30,5181.0
2469,29,5222.0
2470,34,6013.0
2471,30,5662.0
2472,31,4981.34
2473,32,5350.0
2474,31,5128.0
2475,36,5863.0
2476,34,5525.0
2477,32,5617.36
2478,29,5328.0
2479,32,5333.0
2480,36,5915.28
2481,32,5244.96
2482,36,5685.96
2483,33,5488.0
2484,32,5594.0
2485,29,4928.42
2486,34,5299.84
2487,30,5391.0
2488,33,5961.34
2489,33,5920.0
2490,28,4949.0
2491,28,4968.6
2492,30,5483.0
2493,30,5277.0
2494,29,5143.04
2495,31,5370.0
2496,32,5681.06
2497,34,5771.0
2498,28,5399.0
2499,32,5903.52
2500,34,5885.88
2501,36,5862.36
2502,27,5032.0
2503,35,5785.0
2504,31,5259.0
2505,32,5624.0
2506,28,5179.0
2507,30,5294.0
2508,33,5148.0
2509,32,5677.0
2510,33,5540.0
2511,35,5859.42
2512,33,5471.0
2513,31,5316.0
2514,33,5639.0
2515,33,5846.0
2516,35,6133.0
2517,38,5987.0
2518,32,5568.0
2519,36,5848.64
2520,34,5932.0
2521,32,5542.0
2522,32,5754.0
2523,31,5362.56
2524,28,5111.0
2525,35,6143.0
2526,30,4951.0
2527,34,5610.0
2528,31,5577.0
2529,33,5487.02
2530,31,5264.0
2531,31,5335.0
2532,33,5255.0
2533,32,5503.0
2534,35,5738.88
2535,37,6140.0
2536,29,5245.0
2537,34,5516.0
2538,33,5670.0
2539,29,4867.66
2540,33,5669.0
2541,38,6081.0
2542,37,6485.0
2543,31,5443.0
2544,32,5692.0
2545,34,5849.62
2546,36,5816.0
2547,31,5127.0
2548,33,5704.0
2549,31,5569.0
2550,29,5130.0
2551,33,5692.0
2552,31,5313.0
2553,27,4588.0
2554,31,4978.4
2555,31,5324.0
2556,30,5932.0
2557,34,5818.0
2558,30,5334.0
2559,35,5840.0
2560,33,5944.68
2561,35,6115.0
2562,37,5827.08
2563,29,5072.48
2564,30,5474.0
2565,31,5057.0
2566,27,5028.0
2567,31,5418.0
2568,35,5679.1
2569,34,6177.0
2570,34,5755.0
2571,27,4882.36
2572,23,4540.34
2573,35,5844.0
2574,29,5105.0
2575,30,5531.0
2576,34,5771.0
2577,33,5665.0
2578,34,5807.0
2579,31,5300.0
2580,36,5860.0
2581,31,5282.0
2582,30,5194.98
2583,31,5118.0
2584,32,5727.0
2585,32,5592.0
2586,36,6390.0
2587,34,5456.64
2588,33,5676.0
2589,33,5753.58
2590,32,5579.0
2591,33,5485.06
2592,33,5537.0
2593,30,5342.0
2594,30,5672.0
2595,33,5036.22
2596,33,5920.0
2597,30,5406.0
2598,36,5754.0
2599,37,5672.24
2600,34,5735.0
2601,36,6012.0
2602,30,4988.0
2603,30,5203.0
2604,32,5450.0
2605,34,5768.0
2606,34,5964.0
2607,30,5747.0
2608,25,4501.14
2609,31,5286.12
2610,34,5942.0
2611,36,5681.0
2612,32,5627.0
2613,33,5644.0
2614,32,5330.0
2615,34,5771.22
2616,28,5432.0
2617,34,5414.5
2618,29,5274.0
2619,34,5655.58
2620,29,5135.0
2621,31,5763.0
2622,33,5437.04
2623,31,5495.0
2624,36,6156.0
2625,34,5594.0
2626,31,5319.0
2627,31,5389.0
2628,27,4610.0
2629,30,5231.24
2630,33,5672.0
2631,32,5531.0
2632,32,5149.0
2633,33,5681.0
2634,33,5645.78
2635,29,5369.0
2636,39,6504.0
2637,33,5771.22
2638,32,5356.0
2639,28,5052.88
2640,28,5053.0
2641,35,5793.0
2642,35,5684.0
2643,31,5492.0
2644,31,5549.0
2645,28,4891.18
2646,32,5798.0
2647,31,5111.68
2648,32,5446.0
2649,33,5592.0
2650,33,5607.0
2651,31,5415.0
2652,34,5243.0
2653,30,5039.16
2654,34,5650.0
2655,34,5792.0
2656,30,5292.0
2657,26,4900.98
2658,30,4865.7
2659,30,5216.0
2660,33,5885.0
2661,34,6001.0
2662,32,5681.0
2663,30,5240.0
2664,32,5677.0
2665,25,4522.7
2666,29,4905.88
2667,35,5679.0
2668,27,5067.0
2669,33,5497.8
2670,30,5089.0
2671,27,4988.2
2672,34,5602.66
2673,33,5720.26
2674,32,5764.0
2675,35,5911.0
2676,30,4975.0
2677,29,5244.0
2678,30,5272.0
2679,32,5765.0
2680,36,6309.0
2682,38,6265.0
2683,32,5657.54
2684,32,5545.0
2685,37,6184.0
2686,36,5753.58
2687,33,5685.0
2688,32,5601.0
2689,28,5016.62
2690,33,5553.0
2691,34,5479.18
2692,39,6466.0
2693,31,5344.92
2694,33,6006.0
2695,29,5364.0
2696,29,4998.0
2697,24,4414.9
2698,35,5904.0
2699,35,5546.8
2700,28,5090.0
2701,35,5193.02
2702,29,5031.0
2703,29,5390.0
2704,35,5614.42
2705,30,5205.0
2706,31,5577.0
2707,34,5693.0
2708,32,5869.0
2709,28,4848.06
2710,32,5561.0
2711,30,5084.0
2712,28,5141.0
2713,30,5503.0
2714,30,5005.0
2715,31,5643.0
2716,34,5586.0
2717,31,5377.26
2718,32,5129.0
2719,32,5624.0
2720,24,4568.0
2721,38,6042.0
2722,30,5381.0
2723,31,5632.0
2724,32,5755.0
2725,32,5553.0
2726,36,5500.74
2727,33,5429.2
2728,30,5648.0
2729,30,5138.0
2730,36,5720.0
2731,35,5699.0
2732,31,5544.84
2733,30,5176.36
2734,32,5269.0
2735,30,5680.0
2736,34,5929.98
2737,30,5283.0
2738,35,5836.0
2739,34,6082.0
2740,33,5793.76
2741,28,5681.0
2742,34,5778.0
2743,32,5574.0
2745,36,6096.0
2746,31,5196.0
2747,36,6030.0
2748,32,5597.0
2749,32,5450.76
2750,31,5437.0
2751,30,5255.74
2752,31,5200.0
2753,27,4530.54
2754,36,6020.0
2755,37,5799.0
2756,31,5021.52
2757,34,5892.74
2758,36,5852.56
2759,32,5128.34
2760,32,5500.0
2761,33,5785.0
2762,32,5769.0
2763,32,5495.0
2764,30,5535.0
2765,29,5124.0
2766,33,5851.58
2767,33,5591.0
2768,31,5166.56
2769,30,5737.0
2770,25,4662.0
2771,33,5704.0
2772,27,5457.0
2774,34,5638.0
2775,28,5164.0
2776,33,5508.0
2777,31,5325.32
2778,34,5898.0
2779,25,4601.1
2780,34,5979.96
2781,33,5537.0
2782,31,5732.0
2783,33,5722.0
2784,28,4667.74
2785,35,5941.0
2786,34,5602.0
2787,31,5461.0
2788,35,5696.74
2789,32,5729.0
2790,27,5106.0
2791,33,5727.0
2792,26,4445.28
2793,32,5904.0
2794,34,5582.08
2795,36,6114.22
2796,29,5070.0
2797,30,5372.0
2798,33,5529.0
2799,34,5856.0
2800,35,5992.0
2801,31,5269.0
2802,31,5556.0
2803,34,5181.26
2804,35,5922.0
2805,36,5961.34
2806,29,5122.0
2807,29,5595.0
2808,30,5051.0
2809,35,5711.0
2810,25,4532.0
2811,34,5857.0
2812,31,5197.92
2813,24,4577.58
2814,34,5683.02
2815,33,5424.3
2816,31,5690.86
2817,32,5848.0
2818,32,5630.1
2819,32,5847.66
2820,34,5795.0
2821,31,5616.0
2822,29,4874.0
2823,36,5470.36
2824,37,6037.0
2825,30,5205.0
2826,31,5441.94
2827,34,5348.0
2828,35,5825.0
2829,37,6156.36
2830,31,5959.0
2831,33,5650.0
2832,27,5039.0
2833,30,5014.66
2834,28,4848.06
2835,33,5601.0
2836,30,5336.0
2837,37,6174.0
2838,31,5310.0
2839,31,5358.0
2840,33,6095.0
2841,34,6009.0
2842,28,4712.82
2843,27,4726.54
2844,32,5388.0
2845,36,6081.0
2846,37,5848.0
2847,32,5263.0
2848,34,5774.0
2849,36,5834.0
2850,31,5255.74
2851,31,5591.0
2852,40,6405.0
2853,29,5075.0
2854,28,5079.34
2855,33,5554.0
2856,32,5501.0
2857,33,5585.0
2858,32,5538.0
2859,30,5266.0
2860,33,5596.0
2861,33,5555.0
2862,32,5574.0
2863,32,5360.0
2864,32,5462.0
2865,32,5530.0
2866,33,5634.0
2867,28,5006.0
2868,29,5048.0
2869,34,5639.9
2870,34,6013.0
2871,30,5226.34
2872,32,5438.0
2873,36,5792.78
2874,31,5338.06
2875,35,5799.64
2876,31,5506.62
2877,33,5912.0
2878,31,5025.44
2879,31,4992.0
2880,29,5108.0
2881,32,5438.02
2882,32,5217.0
2883,28,5165.58
2884,34,5683.0
2885,33,5692.0
2886,33,5698.7
2887,35,6084.0
2888,35,5780.0
2889,32,5489.0
2890,33,5431.16
2891,30,5540.0
2892,31,5584.0
2893,39,6248.0
2894,37,5966.0
2895,32,5266.0
2897,33,5779.0
2898,31,5466.0
2899,29,5273.0
2900,33,5796.0
2901,34,5519.36
2902,33,5876.0
2903,33,5840.0
2904,31,5583.06
2905,34,6012.0
2906,35,5596.0
2907,28,5361.0
2908,26,4463.9
2909,34,5698.0
2910,30,5384.0
